artist,song_name,pallavi,anupallavi,f_caranam,l_caranam,no_caranam,no_ap
Tyagaraja,song153.txt,"pallavi
Emani mATADitivO rAma evari manasu EvidhamO telisi <EOP>
","anupallavi
mAma maradu lanujulu talitaNDrulu bhAmalu pari janulu sva
vashamauta <EOP>
",,"caraNam
rAjulu munulu surAsurulu vara digrAjulu mari shUrulu shashadhara dina
rAjulu lObadi naDavanu tyAgarAjavinuta naya bhayamuga mudduga <EOS>
",1,1
Tyagaraja,song154.txt,"pallavi
nI dayacE rAma nityAnanduDaiti <EOP>
","anupallavi
nADa brahmAnanda rasAkrti gala <EOP>
",,"caraNam
vara mrdu bhASa su-svaramaya bhUSa vara tyAgarAja vAg-cElAvrta <EOS>
",1,1
Tyagaraja,song155.txt,"pallavi
sattalEni dinamulu vaccenA <EOP>
","anupallavi
satta mAtramA saccita shAyi sAkEta nilaya deiva <EOP>
",,"caraNam
kalilOna prathama pAdamulO talli taNDri guru bhakytiyu lEka 
palumAru duS-krtyambO nErpa valenA tyAgarAjanuta deiva <EOS>
",1,1
Tyagaraja,song156.txt,"pallavi
rAma bANa trANa shaurya mEmani pogaDudurA O manasA <EOP>
","anupallavi
bhAma kASabaDu rAvaNa mUla balamula nElagUla jEyu nija <EOP>
",,"caraNam
tammuDu baDalina vELa suraripu temmani cakkera pancIyaga gani lemmanucunu 
indarAri balka samayammani lEvagA sammatitO nilabaDi kOdaNDa pUjya ghOSamu 
lAshanula jEsi tA nemmadi gala tODunu jUcEnurA nijamaina tyAgarAja nutuDaku shrI <EOS>
",1,1
Tyagaraja,song157.txt,"pallavi
mATADavEmi nAtO mAdhurya pUrNAdharA <EOP>
","anupallavi
sATi dorakani rAma svAmi madi ranjilla <EOP>
",,"caraNam
EdurEduru jUci endu gAnaka nA hrdayamuna kentO hitavu lEka
sadayuDa nEnuNDaga sumukhamuna dorikitE nIradavarNa shrI tyAgarAjArcita mudduga <EOS>
",1,1
Tyagaraja,song158.txt,"pallavi
shrI rAma shrI rAma shrI manOharamA <EOP>
",,"caraNam
ElarA nIdya intaina rAdayA <EOP>
cAladA sadaya svAmi tALadayA <EOP>
ippuDE lEdaTa ikanu brOtuvaTa <EOP>
eppuDO kaTakaTa ika dayALuvaTa <EOP>
inka I karmamA idi nIku dharmamA <EOP>
pankaja daLa nayaya bAguga jUDamA <EOP>
E janma pApamO evvari shApamI <EOP>
EnATi kOpamO neriya nA pApamO <EOP>
ennALLi dInaTa idi nIku yOgyaTa <EOP>
paliki bongavaTa parama shantuDavaTa <EOP>
bhakta kAntudaTa padma nEtrudaTa <EOP>
sarvamu nIvaTa satya rUpudaTa <EOP>
","caraNam
rAga virahita tyAgarAjanuta <EOS>
",13,0
Tyagaraja,song159.txt,"pallavi
shrI narasimha mAm pAhi kSIrAbdhi kanyakA ramaNa <EOP>
","anupallavi
dInArtti nivAraNa bhavya guNaditi tanaya timira sUrya trinEtra <EOP>
",,"caraNam
prahlAda parAshara nArada hrt-pankERuha nIraja bandhO
ahlAda kara bhavarOga samhAra varada tyAgarAjAdi vinuta <EOS>
",1,1
Tyagaraja,song160.txt,"pallavi
rAma nI vAdukonduvO konavO toli mA nOmu phala mETuladiyO <EOP>
","anupallavi
nA manasuna nIyandu prEma mIraganu nammi nA manucu cAla tirigEdamu gAni nijamanucu <EOP>
","caraNam
bhava sAgaramuna galugu bAdhalantaka uNDutaka vivEka mAnavula celimi abbakuNDuTaku 
avaniyandu galugu vEdAgama marmamu delisi nava nIrada nibha dEha namminadi cAlu nanucu <EOP>
paddu tappukanu uNTE bhaktulaku nitya sukhamu kaddanucu balikina peddala nammi muddugAru 
nI rUpamunu mOdamutO dhyAnicucu nE proddu pogaDinAmu gAni pUrNa shashi vadana shrI <EOP>
","caraNam
nI japamE dikkugAni nIraja lOcana mAku vAji kari dhanamulu varamu gAdurA 
jAji sumadharaNa bhuja manOhara shrI tyAgarAjanuta bahu ravi nA tappu lencaka <EOS>
",3,1
Tyagaraja,song161.txt,"pallavi
toli nE jEsina pUja phalamu delisEnu nApAli deivamA <EOP>
","anupallavi
palu vidhamula nE dalaci karagagA balukaka nIvaTu nEninTu kAga <EOP>
",,"caraNam
sarivAralO cauka jEsi udara poSakulanu pOruguna jEsi 
haridAsa rahita puramuna vEsi dari jUpa kuNDaga tyAgarAjArcita <EOS>
",1,1
Tyagaraja,song162.txt,"pallavi
mArgamu telupavEmarmamunu telisikonu <EOP>
","anupallavi
kOrikalu IDErcu guruvu nIvanikoNTi <EOP>
",,"caraNam
kalikapaTa janula gUDi kalmaSa kathaluvini ilanu durmatinaiti lalita mukha veta dIrcu 
phalitamuga stuti cEya praNatArthihara nIvu eli tyAgarAjunu drDhamuganu jEyunanu <EOS>
",1,1
Tyagaraja,song163.txt,"pallavi
rAma lObhamEla nanu rakSincu paTla nIkinta shrI <EOP>
","anupallavi
sOmArka lOcana suguNa sUtra mAdulella navvarA <EOP>
","caraNam
sharaNanu konna kAkAsuruni rAvaNuni sOdaranu brOva saraguna karini gAcina shrI <EOP>
gatilEni vELa draupadi vEgamE krSNa yana ati prEmatO vEncEsina mati nEDendu bOyinO <EOP>
","caraNam
dEgakai mEnOsangu rAghavAnvayamuna bAga janmincina tyAgarAjanuta shrI <EOS>
",3,1
Tyagaraja,song164.txt,"pallavi
rUkalu padivElunna cEreDu nUkalu gatigAni O manasA <EOP>
","anupallavi
kOkalu vEyunna gaTTu kOnuTa kokaTigAni O manasA <EOP>
",,"caraNam
UrElina tA baNDuTa mUdumUra tAvugAni nUru bhakSaNamu 
labbina antO nOTikanta gAni Eru niNDuga pArina pAtraku tagu nIru 
vaccugAni sAra taruni harini tyAgarAja sannutuni maravakE manasA <EOS>
",1,1
Tyagaraja,song165.txt,"pallavi
shrI rAma rma shritulamu gAmA nEramA brOva bhAramA <EOP>
",,"caraNam
manasA nA mATa vini sAreku mukti ganumi mancidanumi <EOP>
paluvidha karmambula andu marmamu delusukO harini galusukO <EOP>
lOkulu tama trOva Ekamanduru oppu kOkavE mOsabOkavE <EOP>
mATi mATiki nUnE rOTi eddulu tirugu dhATirA mATa mE pATirA <EOP>
A matamula andu nEmamu satyamu EmarabOku pAmara <EOP>
gatyantaramu lEdu pratyEkamuna jUDu nityuni krta krtyuni <EOP>
toli bhava nATakamula jEyu pApamu tolagunu sukhamu kalugunu <EOP>
nA delpun anuNDu shrIduni manasendu mIdanO evari bOdhanO <EOP>
jADa delusukoni vEDukonna nannu jUDaDu mATADaDu <EOP>
krOdha lObhamulatO bAdhincina ArAdhanO lEka shOdhanO <EOP>
sadayuni ciru navvu vadanuni pada bhakti vadalanu endu kadlanu <EOP>
nEmamuga toli nOmuna dorikina rAmuni jitakAmuni <EOP>
shIluni sadguNa shAlini jUcuTE cAlunu anya mElanu <EOP>
valarAja janakuni valacudunani pEra golutunu yamuni gelutunu <EOP>
","caraNam
nA jayamunu tyAgarAjuni rAjAdhi rAjaunaku gUrtu rAjini <EOS>
",15,0
Tyagaraja,song166.txt,"pallavi
Ela teliyalerO pUrva karmamElA-guNa jEsirO rAmayya <EOP>
","anupallavi
bAla shashAnka kalAlankrta nuta nIlavarNa suguNAlaya nI mahima <EOP>
","caraNam
bAla tanamuna shUla dharuni vishAla dhanuvunu lIlagA
bhUpAlakulu gana kEla viraci kushAluga shrI nElina ninn- <EOP>
nAlgunoka padivELa kanca rathAla suraripu mUlabalamula
lIlaga noka kolanEsi kAla yamapuri pAlu jEsina ninn- <EOP>
","caraNam
rAjashEkharuni I jagatilO rAjasambuna pUjasyu
rAjulanu gajarAjulaku mrgarAja tyAgarAjanuta ninn- <EOS>
",3,1
Tyagaraja,song167.txt,"pallavi
idE bhAgyamu gAka Emi unnAdirA rAma <EOP>
","anupallavi
sadA nI pada pankajamulanu sammatamuga pUjincuvAri <EOP>
","caraNam
Asha pAshamula dEgagOsi anniyu madi rOsi karmamu bAsi ninu karuNa vArAshi
ani pUja jEsi dussangati jEsi mEnu gAsi jendaka shrIsha devAdhIsha ninu
kAshisha nutuDani Asha nIyeDa kisha bhaktiyu jEsinavAri <EOP>
sundara dasharatha nandana hrdayAra vindamuna ninnunci tAnE brahmAnanda
anubhavinci adiyugAka indudharu modalandarini sura brnda bhUsura brndamula
tAnendukani Anandamuga nIyandu bhAvana jendu cuNDuvAri <EOP>
","caraNam
bhOgishayana nIvE gatiyani baTTi rAgAdula tODi pUrita bhava sAgaramunu
dATi santatamunu yAga palana jAgaruka sad  gatija hita yOginuta vEdA-
gamAdula vEganuti niDu bhAgavatuDagu tyAgarAjuni <EOS>
",3,1
Tyagaraja,song168.txt,"pallavi
sarvAntaryAmi nI vanE sAmrAjyamu nijamE rAma <EOP>
","anupallavi
nirvAhamu lEni I janula nirmalAtmulETu sairincirO gAni <EOP>
",,"caraNam
dAri teliyalEru kondaru daridrulainAru dur-ahankArulai parama nikrSTamaTA kArulai 
nAradigAka tAru mAru panulu jEsedaru samsArulainAru tyAgarAja svAnta sadana kapaTamEmO teliya <EOS>
",1,1
Tyagaraja,song169.txt,"pallavi
vinavE O manasA vivarambuga nE delpeda <EOP>
","anupallavi
manaseringiku mArgamuna mari poralucu ceDavaladE <EOP>
",,"caraNam
I naDatalu paniki rAdu Ishvara krpa galuga bOdu 
dhyAna bhajana sEyavE vara tyAgarAja manavini <EOS>
",1,1
Tyagaraja,song170.txt,"pallavi
mitri bhAgyamE bhAgyamu saumitri bhAgyamE bhAgyamu <EOP>
","anupallavi
citra ratnamaya shESadalpamandu sItApatini yunici yucu sau <EOP>
",,"caraNam
bAguga vinta rAgamula nAlApamu sEyaga mEnu pulakarincaga
tyAgarAja nutuDanu shrI rAmuni tatvArthamu pogaDi jUcu sau <EOS>
",1,1
Tyagaraja,song171.txt,"pallavi
brndAvana lOla gOvindA-ravinda nayana <EOP>
","anupallavi
sundarAnga dhrta rathAnga sujanAri timira patanga <EOP>
",,"caraNam
mAmava shrI ramanA mani madanAshrta mitra rAmadAsa dAsa tyAgarAjanuta caritra <EOS>
",1,1
Tyagaraja,song172.txt,"pallavi
ninnE nera namminAnura O rAma rAmayya <EOP>
","anupallavi
anni kallalanucu ADi pADi vEDi pannagashayana nE cinna tanamu nADE <EOP>
","caraNam
vEda shAstra purANa vidyalacE bhEda vAdamula dIraka bhramayu vArala jUci <EOP>
bhOgamula kOraku bhuvilO rAjasammuna yAgAdu lonarinci yalayu vArula jUci <EOP>
","caraNam
I janmamuna ninnu rAji jEsikonalEka rAjillarAni tyAgarAja rAja rAghava <EOS>
",3,1
Tyagaraja,song173.txt,"pallavi
gaTTigAnu nanu ceyi baTTE dennaTikO <EOP>
","anupallavi
puTTina naTAnuNDi iTTi vidhamulE gAni <EOP>
","caraNam
goppa tanamu manadani mada meppaTikini dalakekki tappu paluku 
lADucu dA nuppatillucunu teppuna ingita merugaka meppula kAshincu 
A cappani prabhuvula kada nanu drippuTa ElarA anucunu <EOP>
varamaina sajjanulanu paricArakula nellanu sarijEsi dAna mosagi
paramencakanu karidhana madamulu galigina narulanu 
pUjincEdu A tara merugani dhanikula anusaraNa mElarA anucunu <EOP>
","caraNam
shiva pUjala mariyunu mAdhava pUjala nonarincucu bhuvi tA sarijEsidi
vAreva ranucunu encu avivEka dhana mattula shiva shiva 
vEDaga vaddani kuvalayadaLa lOcana suvibhava tyAgarAjavinuta <EOS>
",3,1
Tyagaraja,song174.txt,"pallavi
rAma nAmam bhajarE mAnasa <EOP>
",,"caraNam
dongarIti tiruganga nEla rangani padamula kaugalincukoni <EOP>
ekkaDaina hariyokkaDanucu madi cakkadanamu gani sokki santatamu <EOP>
endubOka rAkEndu mukhuni tanayandu jUci phalamandu kOru shrI <EOP>
dEhametti sandEha padaka vaidEhi bhAgyamA dEhi dEhi yani <EOP>
sAdhu sajjanalu bOdha cEta bhavabAdha mAnavle sAdhakambutO <EOP>
dInuDaina pandhAnuDaina vinumanu rAgamuna manOsangi shrI <EOP>
","caraNam
rAga rahita jana bhAgadEyuni vinA gati evvarE tyAgarAjanuta <EOS>
",7,0
Tyagaraja,song175.txt,"pallavi
ennALLu nI trOva jUtu rAma Emani nE broddubrOtu <EOP>
",,"caraNam
nIkE manasicci nEnu rAma nI mEnani pEncinAnu <EOP>
andarivale nE nI bhuvilO brommalATa lADudugAni madilO <EOP>
dharanu karmamulanu gOriyuNTi dalacu konnadi vErE dAri <EOP>
rAmayya nalugurilOna nA lO marmamulu delpavalenA <EOP>
rasikulakE saribOnu vatti tasukulake hAsyamaunu <EOP>
tolli bhaktula vadda koluvO rAvu galugu dhanamulaku selavO <EOP>
enduku inta parAku rAma ikanu tappulu beTTa bOku <EOP>
entani rAltu kann ru jAli evaritO delipitE dIru <EOP>
pUlammi bratikina vAru rAma pullalamma bilva rAru <EOP>
tanake puTTina illu nIvu tappaka nI krpa cellu <EOP>
AshincinadE tappA nIkA buddhivaddu mAyappA <EOP>
kali marmamu teliyalEni nAvale dInudilalOnu galadA <EOP>
palumAru ninu dUrukoNTi A phalamu nanubhavincu koNTi <EOP>
toli karmamu rAkabOn  bhakti velugucE dIraka bOnA <EOP>
Aculakana nIku gAdA rAma Ecu buddhi viDarAdA <EOP>
","caraNam
O jagadIsha kharArE tyAgarAju nIvADani pErE <EOS>
",16,0
Tyagaraja,song176.txt,"pallavi
enduku peddala vale buddhi iyavu endu bOdu nayyA rAmayyA <EOP>
","anupallavi
andarivale dATidATi vadariti andarAni paNDAye gadarA <EOP>
",,"caraNam
vEda shAstra purANa tattvArthamu dElisi bhEda rahita vEdAntamunu dElisi
nAda  vidya marmambulanu dElisi nAtha tyAgarAjanuta nijamuga <EOS>
",1,1
Tyagaraja,song177.txt,"pallavi
upacAramu cEsE varunnArani maravakurA <EOP>
","anupallavi
krpa gAvalEnanai nE nI kIrtini balkacu nuNDaga <EOP>
",,"caraNam
vAkiTanE padilamuga vAtAtmaju-dunnADani shrIkarulagu nI tammulu cEri unnArani
EkAntamunanu jAnaki ErpaDi unnadani shrIkAnta parulElani shrI tyAgarAja vinuta <EOS>
",1,1
Tyagaraja,song178.txt,"pallavi
sItApatE kAvavayya <EOP>
","anupallavi
natAga haraNa vinata suta gamana krtAparAdhi su-krtam beruganE <EOP>
",,"caraNam
sadA gatija hita sadAshiva priya mudAnamanupumu dAnava 
harAdharA vana dhurandha rAja bhava sAgarAdi hara tyAgarAja vinuta <EOS>
",1,1
Tyagaraja,song179.txt,"pallavi
enta nErcina enta jUcina enta vAralaina kAnta dAsulE <EOP>
","anupallavi
santatambu shrIkAnta svAnta siddhAnta maina mArga cinta lAni vAr <EOP>
",,"caraNam
parahimsa para bhAmAnya dhana para mAnavapa vAda
paraj vanamulaka nrtamE bhASinchErayya tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song180.txt,"pallavi
Ananda sAgara mIdani dEhamu bhUmi bhAramu  rAma bramh <EOP>
","anupallavi
shrInayakAkhila naigamAshrita sangIta jnyAnamanu bramh <EOP>
",,"caraNam
shrI vishvanAthAdi shrIkAnta vidhulu pAvanamUrtulu pAsinca lEdA?
bhAvinci rAga layAdula bhajiyincE shrI tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song181.txt,"pallavi
ElarA shrI krSNA nAtO cAlamu krSNa nIku <EOP>
","anupallavi
ElarA I bAdha tALa jAlarA daya jUDa nIku <EOP>
","caraNam
shrI rAma lOla nanu brOva bhAramA ninu nammina nApai
nEramA iTu mammencitE dUramA nIku gambhIramA <EOP>
","caraNam
rAga rahita rAga rasika yAga yOga bhOga phalada
nAga shayana nAga ripunuta tyAgarAja karArcita <EOS>
",2,1
Tyagaraja,song182.txt,"pallavi
AtadE dhanyudurA O manasA <EOP>
","anupallavi
satatayAnasuta dhrtamaina sItApati pAdayugamunu satatamu smariyincu <EOP>
","caraNam
VEnukadIka tanamanasu ranjillaga ghanamaina nAma kIrtana paruDainaTTi <EOP>
tumburuvalE tana tambUra baTTi dayAmbudhi sannidhAnambuna naTiyincu <EOP>
sAyaku sujanula bAyaka tAnu nupAyamunanu proddu hAyiga gaDapu <EOP>
ullapu tApamu callajEsi yanni kallalananucu sallApamuna nuNDu <EOP>
karivaraduni tatvameruganu marigincu ariSaD vargamulandu baravalEka dirugu <EOP>
artini mariyu pravrtini dolagincu kIrti galgina rAmamUrtini neranammu <EOP>
kalagani nija viprakulamuna janminci niluvaramagu muktiphalamunu jEkonna <EOP>
karma niStuDaina dharma  IluDaina sharma rAmanAma marmamu delisina <EOP>
kAsu vIsamula kOsamu yAsatO  vEsamu dhariyincimOsamu jendani <EOP>
andamugA nAma mandaru jEsina sundara rAmuniyandu lakSyamu beTu <EOP>
inni pAtulaku sarvAnnata sukhamu  munna yanubhavincukonna vADevaDO <EOP>
","caraNam
rAjasa janulatO dA jatagUDaka rAjillu shrI tyAgarAjanutuni nammu <EOS>
",12,1
Tyagaraja,song183.txt,"pallavi
vidhi shakrAdulaku dorakunA iTuvaNTi sannidhi vEDuka jUtAmu rArE <EOP>
","anupallavi
sudhI jana rakSaki dharmAmbudhi shAyi sEva jUDa <EOP>
","caraNam
uDupati mukhulella varasagA virudulanu baTTi aDugaDugu jaya jaya managA A vElpula vELa
paDuculu nija nATyamADaga samayamuna pasiDi suma varsamu guriyaga vaDi vaDi kAmara kOTulu
taDabaDa bhUmini daNDamu liDagA santOSamunanu kaDakaNTina jUcu sogasu <EOP>
shrI ramaNuni jUci balkaga nava ratnAla hArapu sarulallADaga A molaka nagapu
gauravamu antatanu merayaga nAvELa sanaka nAradAdulella bogaDaga kiramunanu 
bUni sarigacira kAnti merayaga shrngAri koluvu-yuNDu shukra vArapu sogasella jUDa <EOP>
","caraNam
taruNAruNa vadana kamalini atyantamaina karuNa rasa pUrNa nEtrini shrI 
pancanada puramuna nelakonna tallini shrI tyAgarAja paripAlini sarva rUpiNi sharanAgata
vatsalini varamaNulu dhaga dhagayani merayu kankaNayuta kara paradEvini sEvimpa <EOS>
",3,1
Tyagaraja,song184.txt,"pallavi
rE mAnasa cintayE shrI rAmam <EOP>
",,"caraNam
sAkEta nagara nAthuni samAna rahita mAvaruni <EOP>
gata kAma jana hrdayArNava kalAdharuni ilAdhipuni <EOP>
bhaktAkha payOdhara prabhanjanuni niranjanuni <EOP>
vinatA tanayArtitamO vibhAkaruni shubhAkaruni <EOP>
dEvEsha samArAdhayuni digambaruni cidambaruni <EOP>
vandAru brndAraka varAbhayatuni rAghavuni <EOP>
","caraNam
vara tyAgarAjArcita padAmbujuni sadA hituni <EOS>
",7,0
Tyagaraja,song185.txt,"pallavi
mariyAda gAdayya manupava dEmayya <EOP>
","anupallavi
sarivArilO nannu caka cEyuTella shrI hari hari nIvaNTi karuNA nidhiki <EOP>
",,"caraNam
tanavAru lanyunanE tAratamyamu munu ghanuDaina dAsharathikE galadani kIrti gadA
ninu bAyanErani nannu brOva kuNDEdi dhanada sakhuDaga tyAgarAja pUjita <EOS>
",1,1
Tyagaraja,song186.txt,"pallavi
nenaruncinAnu anniTiki nI dAsuDani nEnu nIdupai <EOP>
","anupallavi
ghanagha jImutAshuga jaladhi gambhIra ni pAdamulapai <EOP>
",,"caraNam
kalilO mATala nErcukoni kAntalanu tanayula brOcuTakai 
shIlAtmuDai balka nenanura tyAgarAjApta nyeDa <EOS>
",1,1
Tyagaraja,song187.txt,"pallavi
rAma shrI rAma lAli <EOP>
","anupallavi
Ugucu ghana shyAma nanu brOvu lAli <EOP>
","caraNam
kAci sEvintu lAli shESa talpamu nUci pADudu lAli EkAntamuna 
dAci pUjintu lAli vELa ninnu jUcucuppongE lAli O vanamAli <EOP>
cAla pAlintu lAli mIgaDa venna pAlu dAgintu lAli shayyapai mallepUla 
baratu lAli varamaina vIdamula nosagudu lAli O vanamAli <EOP>
","caraNam
vEda vEdyamA lAli kannula jUDavE dayAnidhi lAli nAduramuna nI 
padamulanucu lAli shrI tyAgarAja modarUpamA lAli O vanamAli <EOS>
",3,1
Tyagaraja,song188.txt,"pallavi
paralOka bhayamu lEka bhavapAsha baddhuleyyaru <EOP>
","anupallavi
karivAji shrngAra rAma shibhi-kAdulella manake galigenani <EOP>
",,"caraNam
konna kANTalamu kOna biDDalmamu vanne ciralanu vAna guDiselanu 
tinnaga gani dEva lOkamani tannukollulO tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song189.txt,"pallavi
daya jUcuTa kidi vELarA dAsharath <EOP>
","anupallavi
bhAva vAraNa mrgEsha jalajOd-bhavArtihara manjuLAkAra nanu <EOP>
",,"caraNam
munu nIvAnaticcina panu lasagoni nE manasAraga nidAnamuga
salpinAnu vara tyAgarAjApta nanu <EOS>
",1,1
Tyagaraja,song190.txt,"pallavi
manavini vinumA marava samayamA <EOP>
","anupallavi
kanugona gOri duSkalpana mAniti kanikaramuna ninu bADucunna nA <EOP>
",,"caraNam
parulaku hitamagu bhAvana gAni ceracu mArgamula jintimpa lEnu 
parama dayAkara bhakta manOhara dharAdhipa karArcita tyAgarAju <EOS>
",1,1
Tyagaraja,song191.txt,"pallavi
vara rAga layagnulu dAmanucu vaDarE rayA shrI rAma <EOP>
","anupallavi
svara jati murccana bhEdamula svAntamandu deliyaka uNDina <EOP>
",,"caraNam
dEvOdbhavambagu nAdamula divyamau praNavAkara manE 
dAhamberugani mAnavula tyAgarAjanuta EcEru rAma <EOS>
",1,1
Tyagaraja,song192.txt,"pallavi
lAli lAliyani yucEdarA vanamAli mAlinitO jUcEdarA <EOP>
",,"caraNam
dEva dEvayani pilicEdarA mahAnubhAva bhAvamuna dalacEdarA <EOP>
rAma rAmayani balikEdarA niSkAma kAmaripunuta rArA <EOP>
kOri kOri ninu kolicEdarA mayadAri sad-bhajanErA <EOP>
","caraNam
rAja rAjyani pogaDEdarA tyAgarAja rAjayani mrokkEdarA <EOS>
",4,0
Tyagaraja,song193.txt,"pallavi
sArasa nEtra pAraguNa samAja shikSA gOddharaNa <EOP>
",,,"caraNam
pApa gambhIra samIraNa pAmara pAlita pAvana nAma caraNa tApasa mAnasa su-bhrama rAnakha 
rAghava mA ramaNa yOgi vandya pAhi hE sAgarArti haraNa rAga lObha dUra shrI tyAgarAja pOSaNa <EOS>
",1,0
Tyagaraja,song194.txt,"pallavi
varada navanIta pAhi vara dAnava mada nAsha Ehi <EOP>
","anupallavi
sharatAbha kara vidhrta shara shara sharadA sukha suma sharadAsha rahita <EOP>
",,"caraNam
draviradAdbhuta gamana pura dahana nuta spuradAbharaNa aja rAvaNa 
para garadAsana turaga ratha dhyuti jita vara dAsa janA-grEsara tyAgarAja <EOS>
",1,1
Tyagaraja,song195.txt,"pallavi
vADEra deivamu manasA <EOP>
","anupallavi
ADina mATalu tappaDanucunu A candrArkamuga gIrti galigina <EOP>
","caraNam
daNDi rakkasula madamaNacanu akhaNDa lAdi sura kOTlamu 
bhUmaNDala sujanula pAlimpanu kOdaNDapANi rUpamutO velasina <EOP>
dAri teliya lEni ajnulaku bhava nIradhi dATi mOkSa manduTaku 
nIrajAri dharuD upadEshincE tAraka nAmamu tOnu velasina <EOP>
","caraNam
dhAtru vinutuDaina tyAgarAjuni cEta pUjalandi bAguga 
pradyOta nAnvayamunanu janinci sItApati ani pEru galigina <EOS>
",3,1
Tyagaraja,song196.txt,"pallavi
E panikO janmincitinani nannenca valadu shrI rAma nE <EOP>
","anupallavi
shrIpati shrI rAmacandra nI cittamunaku teliyadA nE <EOP>
",,"caraNam
vAlmikAdi munulu narulu ninnu varNincina nAyasa dIrunA
mElmiyaiyuNDu sadbhaktulu meccudurE tyAgarAjanuta nE <EOS>
",1,1
Tyagaraja,song197.txt,"pallavi
anAthuDanu gAnu  rAma nE <EOP>
","anupallavi
anAthuDavu nIvani niga majnyula sanAtanula mATa vinnAnu  nE <EOP>
",,"caraNam
nirAdaravu jUci  yI kali narAdhamulanEru
purANapuruSa purAripunuta nAgarATshayana
tyAgarAjanuta <EOS>
",1,1
Tyagaraja,song198.txt,"pallavi
pAhi parama dayALO harE mAm <EOP>
","anupallavi
sundarAnana mukunda rAghava purandarAdi nuta manda rAgadhara <EOP>
","caraNam
pankajApta hariNAnga nayana shritAnga suguNa makarAnga janaka mAm <EOP>
krUra mAnava radhAri bhavyakara nIradAbha su-sharIra mA ramaNa <EOP>
nirvikAra guNa sarvaradhara pUrva dEva mada garva bhanjana <EOP>
pUrNa rUpakalashArNa vastita suparNa vAhana su-varNa cEla mAm <EOP>
rakSamAmanica makSarAmrta rAkSasa nirjara su-pakSa cApadhara <EOP>
ranganAyaka shubhAnga sUryakula pungavAri mada bhanga sarvada <EOP>
","caraNam
nAga shayana bhavarOOga nAsha krpa rAgadE varada tyAgarAjanuta <EOS>
",7,1
Tyagaraja,song199.txt,"pallavi
mOhana rAma mukhajita sOma mudduga balkumA <EOP>
","anupallavi
mOhana rAma modaTi daivamA mOhamu nIpai monasi yunnAdira <EOP>
",,"caraNam
dhara manujAvatAra mahima vini sura kinnara kimpurusha vidyAdhara surapati vidhi
vibhAkara candrAdulu-karagucu prEmatO vara mruga pakSi vAnara tanuvulacE girini
velayu sItAvara cirakAlamu guri maimaraci sEvinciri vara tyAgarAja varadAkhila jagan <EOS>
",1,1
Tyagaraja,song200.txt,"pallavi
mIvalla guNadOSamEmi shrI rAma <EOP>
","anupallavi
nAvallanE gAni naLina daLa nayama <EOP>
","caraNam
bangAru bAguga padivanne gAkuNTE angalArcuvu battunADukO nEla <EOP>
tana tanaya prasava vEdana kOrva lEkuNTE anaya ullunIpai ahankAra baDa nEla <EOP>
E janmamuna pAtra merigi dAnambika pUjinca maraci vElpula nADukO nEla <EOP>
","caraNam
nA manasu nA prEma nanna laya jEsina rAjillu shrI tyAgarAjanuta caraNa <EOS>
",4,1
Tyagaraja,song201.txt,"pallavi
sukhi evarO rAma nAma sukhi evarO <EOP>
","anupallavi
sukhi evarO sumukhi evarO akhila sAramagu tAraka nAma <EOP>
",,"caraNam
satyamu tappaka sakala lOkulaku bhrtyuDai daiva bhEdamu lEka
nityamaina susvarapu gAnamutO nirantaramu tyAgarAjanuta rAma <EOS>
",1,1
Tyagaraja,song202.txt,"pallavi
paramAtmuDu veluga muccaTa bAga delusukOrE <EOP>
","anupallavi
hariyaTa haruDaTa surulaTa narulaTa akhilANDa kOTulaTa andarilO <EOP>
",,"caraNam
gaganAnIla tEjO jAla bhUmayamagu mrga khaga naga taru kOTulalO 
suguNamulO viguNamulO satatamu sAdhu tyAgarAjAdi AshritulalO <EOS>
",1,1
Tyagaraja,song203.txt,"pallavi
darini telusukoNti tripurasundari ninnE sharaNaNTi <EOP>
","anupallavi
maruni janakuDaina mA dasharatha kumAruni sOdari dayApari
mOkSa <EOP>
","caraNam
amba trijagadIshvari mukhajita vidhubimba yAdi puramuna nelakonu kanakAmbari
namminavAri kabhIStha varambu losagu dInalOka rakSaki ambujabhava puruhUta
sanandana tumburu nAradulandaru nIdu padambunu kOri sadA nityAnandAmbudhilO nolalADucuNDu <EOP>
mahadaishvarya mosagi toli karma gahnamunu goTTi brOcu talli guha gajamukha janani
yaruna pankEruha nayanE yOgi hrtsadanE tuhinAcala tanaya nI cakkani mahimAti shayambula
cEtanu yImahilO muni gaNamulu prakrti virahitulai nityAnadulaina <EOP>
","caraNam
rajita maNigaNa bhUSaNi mada gajarAja gamani lOka shankari danuja rAja guruni vAsara
sEva tanakE janma phalamO kanugoNtini ajnAnamu peddalu tama mahilO nI japamE
mukti mArgamanukona rAja shEkharuNDagu shrI rAjamanOhari gauri parAtpari <EOS>
",3,1
